Mouik,0.0,0.0,-36.0,1
Lbqrom,0.0,0.0,-5.0,1
ioan24,0.0,0.0,-8.0,1
khaled910,0.0,0.0,11.0,1
EvgeniyRukav,0.0,0.0,-6.0,1
vctr78,0.0,0.0,6.0,1
JiveTurkey26,0.0,0.0,-1.0,1
visas2015,0.0,0.0,-7.0,1
BillyKimba,0.0,0.0,-34.0,1
Gopal_1978,0.0,0.0,3.0,1
lw0623,0.0,0.0,143.0,1
Muhammedsen,0.0,0.0,-5.0,1
uchanev,0.0,0.0,-7.0,1
HotBobRoss,0.0,0.0,0.0,2
Mimisia,0.0,0.0,7.0,1
Dav_ID,0.0,0.0,-4.0,1
advantan,0.0,0.0,5.0,1
Eye_inthe_Sky,0.0,0.0,-1.0,1
godz_gambit23,0.0,0.0,-343.0,1
CU84N1S1M0,0.0,0.0,-15.0,1
vikram2908,0.0,0.0,-5.0,1
R01D,0.0,0.0,-12.0,1
elchicodelatuba,0.0,0.0,47.0,1
vladyslavlikhoshva,0.0,0.0,33.0,1
RMOUN707,0.0,0.0,4.0,1
HuskerTom,0.0,0.0,-3.0,1
Mastermind786123,0.0,0.0,-5.0,1
spqr_123,0.0,0.0,-10.0,1
Masterakshay,0.0,0.0,6.0,1
danijel_pr,0.0,0.0,6.0,1
brihu,0.0,0.0,6.0,1
DublinBikes,0.0,0.0,-8.0,1
d0n4th,0.0,0.0,-7.0,1
Michael_Larsen,0.0,0.0,-6.0,1
naldex,0.0,0.0,-6.0,1
Victor2711,0.0,0.0,-6.0,1
Akhilyadav98,0.0,0.0,-3.0,1
Sotoon_Sang,0.0,0.0,-7.0,1
vishwasdesai_67,0.0,0.0,-5.0,1
behatbugracelik,0.0,0.0,-5.0,1
AlexyFyodorovich,0.0,0.0,-6.0,1
Sany56,0.0,0.0,41.5,2
Adriano37,0.0,0.0,-6.0,1
Petrdydoladov,0.0,0.0,-7.0,1
BIHT,0.0,0.0,4.0,1
Petrask-cz,0.0,0.0,-6.0,1
Rezasho70,0.0,0.0,-5.0,1
Penuts007,0.0,0.0,5.0,1
wkh,0.0,0.0,7.0,1
Roger-le-Mat,0.0,0.0,-8.0,1
Michael76zhig,0.0,0.0,6.0,1
ErikNeda,0.0,0.0,6.5,2
tudor74,0.0,0.0,10.0,1
chronoiam,0.0,0.0,-7.0,1
user93047,0.0,0.0,-6.0,1
bagge89,0.0,0.0,-5.0,1
sbzanwar,0.0,0.0,-5.0,1
polord,0.0,0.0,0.5,2
silaas_antony,0.0,0.0,6.0,1
crafty_asassin,0.0,0.0,-7.0,1
RafferFlameline,0.0,0.0,4.0,1
juangz,0.0,0.0,-6.0,1
cendrus,0.0,0.0,7.0,1
Beifong_GG,0.0,0.0,6.0,1
singhabhishek6,0.0,0.0,-86.0,1
wendelke,0.0,0.0,-5.0,1
rafeche,0.0,0.0,-4.0,1
Herecomesmyblunder,0.0,0.0,-15.0,1
vafangoule,0.0,0.0,6.0,2
amin_damdam,0.0,0.0,9.0,1
stijnbosselaar,0.0,0.0,6.0,1
zakkiyya_BKD,0.0,0.0,5.0,1
charikops,0.0,0.0,6.0,1
hamoXZ,0.0,0.0,245.0,1
prashdhan,0.0,0.0,-6.0,1
Fafa_Siddiki,0.0,0.0,7.0,1
Lucky_liar,0.0,0.0,6.0,1
Tangerineroad,0.0,0.0,66.0,1
VliegBoot,0.0,0.0,-4.0,1
Ab1983,0.0,0.0,6.0,1
benderdome,0.0,0.0,-7.0,1
vicaaki,0.0,0.0,27.0,1
bundit,0.0,0.0,6.0,1
thecowboyfromspace,0.0,0.0,11.0,1
Zikkurat_zZz,0.0,0.0,5.0,1
Artem1986r,0.0,0.0,-6.0,1
pramdnandan,0.0,0.0,6.0,1
K_p_e_B_e_T_k_a,0.0,0.0,7.0,1
fishmeal,0.0,0.0,-4.0,1
deliyurek,0.0,0.0,7.0,1
philip1234,0.0,0.0,6.0,1
Ahmad888_8,0.0,0.0,-6.0,1
FouRCashe,0.0,0.0,-6.0,1
AlphaGoose,0.0,0.0,-7.0,1
rainingspider_2006,0.0,0.0,5.5,2
ataykoz,0.0,0.0,-5.0,1
P_20,0.0,0.0,6.0,1
Nhongsky,0.0,0.0,5.0,1
whynot72,0.0,0.0,7.0,1
Alamin-cr7,0.0,0.0,-1.0,2
vioreldumbrava,0.0,0.0,6.0,1
growingbot01,0.0,0.0,26.0,2
wannabe2700,0.0,0.0,6.0,1
Kenneth91,0.0,0.0,-7.0,2
supersonicbrain,0.0,0.0,-5.0,1
bombenleger90,0.0,0.0,-5.0,1
Dersy,0.0,0.0,-6.0,1
ElGatoMistico_082,0.0,0.0,5.0,1
noer33,0.0,0.0,5.0,1
DZHAMAY,0.0,0.0,-5.0,1
slatinov33,0.0,0.0,-1.0,1
Summer2010,0.0,0.0,-6.0,1
stanleyu,0.0,0.0,-6.0,1
Alibaba111,0.0,0.0,-6.0,1
Nazar_Samotiy,0.0,0.0,-7.0,1
KorotkovAleksandr-08,0.0,0.0,11.0,1
pegasus15,0.0,0.0,6.0,1
dougberry,0.0,0.0,-8.0,1
couchoc,0.0,0.0,6.0,1
GP72,0.0,0.0,-6.0,1
aliojinalekhine,0.0,0.0,-11.0,1
ChessMagic1980,0.0,0.0,124.0,1
Cvereaue,0.0,0.0,1.0,1
antonio94,0.0,0.0,5.5,2
BURRIPOL,0.0,0.0,180.0,1
ahmt27,0.0,0.0,-7.0,1
Armen202201,0.0,0.0,6.0,1
thcrow,0.0,0.0,6.0,1
lEbUgLe,0.0,0.0,7.0,1
Syrphoenix,0.0,0.0,100.0,1
Maacil,0.0,0.0,6.0,1
xtylerdurden,0.0,0.0,-7.0,1
lnnrtksr,0.0,0.0,-6.0,1
jphobgoblin,0.0,0.0,5.0,1
inqiwnl,0.0,0.0,43.0,1
ellol1975,0.0,0.0,5.0,1
chris111fr,0.0,0.0,-6.0,1
S0HAIB,0.0,0.0,6.0,1
refscacchi,0.0,0.0,-26.0,1
Harryjan,0.0,0.0,-6.0,1
Mstfalg,0.0,0.0,6.0,1
erfanrezvani,0.0,0.0,10.0,1
Liu_wenqin,0.0,0.0,7.0,1
denisboiprav,0.0,0.0,5.0,1
j13o,0.0,0.0,-5.0,1
Djimiev_Hasanbek,0.0,0.0,-6.0,1
aymooon,0.0,0.0,0.0,2
GUSHERPAPI,0.0,0.0,11.0,1
giox85,0.0,0.0,-1.0,1
muhannad12023,0.0,0.0,6.0,1
pushkar-86,0.0,0.0,68.0,1
sami1868,0.0,0.0,-5.0,1
furie,0.0,0.0,-7.0,1
jayzzir,0.0,0.0,1.0,1
SandleJoe,0.0,0.0,-6.0,1
suchintandas,0.0,0.0,5.0,1
AntonChe,0.0,0.0,10.0,1
treetrunksss,0.0,0.0,47.0,1
avn1989,0.0,0.0,6.0,1
denis087,0.0,0.0,5.0,1
dodomp,0.0,0.0,94.0,1
gescat,0.0,0.0,-5.0,1
Babsat,0.0,0.0,-4.0,1
virusthegame,0.0,0.0,-5.0,1
Korobo4ka,0.0,0.0,13.0,1
makled,0.0,0.0,-8.0,1
qwerty_qwert963,0.0,0.0,6.0,1
g-lucky,0.0,0.0,9.0,1
Avinash1234,0.0,0.0,4.0,1
xusniddin_312,0.0,0.0,11.0,1
JMK4,0.0,0.0,-4.0,1
rimoreno58,0.0,0.0,10.0,1
eliavafaiee,0.0,0.0,-4.0,1
Sippsupparn,0.0,0.0,8.0,1
aayasar,0.0,0.0,-7.0,1
Fail494,0.0,0.0,5.0,1
edgardz,0.0,0.0,-7.0,1
R3V3R3D1,0.0,0.0,7.0,1
ABDIRASHIDMO,0.0,0.0,-7.0,1
cruel27111996,0.0,0.0,-5.0,1
pisisuper,0.0,0.0,6.0,1
Chip_and_Dale,0.0,0.0,-5.0,1
themisz8080,0.0,0.0,-5.0,1
JackResmi727,0.0,0.0,18.0,1
hp4g8hat,0.0,0.0,-5.0,1
Yura1960-o,0.0,0.0,5.0,1
BEETRX,0.0,0.0,-5.0,1
VolleyballA444,0.0,0.0,21.0,1
moustiblanc,0.0,0.0,4.0,2
scacchierazurza,0.0,0.0,-1.0,1
AlexeyBalashov,0.0,0.0,6.0,1
DELVALEE,0.0,0.0,19.0,1
barmak,0.0,0.0,-5.0,1
Master_in_the_future,0.0,0.0,24.0,1
RayChen27,0.0,0.0,6.0,1
va3141,0.0,0.0,5.0,1
nadimpalli,0.0,0.0,-7.0,1
pldeluxe,0.0,0.0,-5.0,1
aliyim,0.0,0.0,6.0,1
Alahmad,0.0,0.0,-5.0,1
cherenkof,0.0,0.0,-9.0,1
korre1234,0.0,0.0,0.0,2
tancming,0.0,0.0,-6.0,1
yasinmasin,0.0,0.0,24.0,1
HossamCairoBerlin,0.0,0.0,-7.0,1
shaker_ullah,0.0,0.0,1.0,1
Janxxx79,0.0,0.0,6.0,1
Werstuck,0.0,0.0,6.0,1
Mamantovich,0.0,0.0,-6.0,1
Apflap,0.0,0.0,14.0,1
Geronimo74,0.0,0.0,0.0,1
Newkhosro,0.0,0.0,-5.0,1
General_alkote,0.0,0.0,-6.0,1
mond6,0.0,0.0,6.0,1
ozgurdenizk,0.0,0.0,-7.0,1
Cepparelli,0.0,0.0,8.0,1
matbb,0.0,0.0,5.0,1
Koenigsmoerder_007,0.0,0.0,3.0,1
Tomlong,0.0,0.0,-6.0,1
Mido_UWK,0.0,0.0,5.0,1
GupioIpta,0.0,0.0,-6.0,1
Kerollos_Rezk,0.0,0.0,-5.0,1
southcol,0.0,0.0,-6.0,1
snakxpro,0.0,0.0,-3.0,1
m_orenburgova,0.0,0.0,-6.0,1
MrCriticall,0.0,0.0,-6.0,1
tigerbiswa,0.0,0.0,-6.0,1
ilyana66,0.0,0.0,-2.0,2
scott973,0.0,0.0,-1.0,1
KUBLAJ,0.0,0.0,6.333333333333333,3
Daria02_8,0.0,0.0,-3.0,1
Alfredotorre25,0.0,0.0,30.0,1
Artem091,0.0,0.0,64.0,1
KiNgLeBrE,0.0,0.0,-5.0,1
babouch91,0.0,0.0,-6.0,1
Nasasisito,0.0,0.0,-6.0,1
phcap68,0.0,0.0,-6.0,1
Pa_wi01,0.0,0.0,5.0,1
Skaylub,0.0,0.0,8.0,1
Tahaned2015,0.0,0.0,5.0,2
Keshmaster,0.0,0.0,-6.0,1
nanardo,0.0,0.0,8.0,1
Nolleb,0.0,0.0,-8.0,1
Quesada,0.0,0.0,-8.0,1
An-132,0.0,0.0,-6.0,1
deathnomad,0.0,0.0,-10.0,1
salvo2818,0.0,0.0,7.0,1
PG86,0.0,0.0,-5.0,1
fil17al,0.0,0.0,-5.0,1
DutchTryouts,0.0,0.0,-9.0,1
keyhole,0.0,0.0,13.0,1
Isaac79,0.0,0.0,-34.0,1
spalla123,0.0,0.0,-8.0,1
FrodoTbaggins,0.0,0.0,-6.0,1
Pachanguita,0.0,0.0,-5.0,1
samosir,0.0,0.0,5.0,1
Jerome_23,0.0,0.0,-4.0,1
yusufjojo,0.0,0.0,6.0,2
mortanbill2400,0.0,0.0,-6.0,1
Azizchess1,0.0,0.0,121.0,1
southafricanwolf,0.0,0.0,5.0,1
alex0723,0.0,0.0,9.0,2
Matgothmog,0.0,0.0,6.0,1
Nightwarrior1216,0.0,0.0,-7.0,1
Mohemn88wali,0.0,0.0,9.0,1
DaftJM,0.0,0.0,8.0,1
nip79,0.0,0.0,1.0,1
behhroozaria,0.0,0.0,-5.0,1
SELVAKUMAR95,0.0,0.0,52.0,1
lucia12rll,0.0,0.0,-10.0,1
sennamohan,0.0,0.0,-5.0,1
kakaconstrutor,0.0,0.0,11.0,1
Eagle007,0.0,0.0,5.0,1
Kacper1359,0.0,0.0,17.0,1
Fly_Emirates_WithYou,0.0,0.0,10.0,1
Pinus1507,0.0,0.0,16.0,1
BAM_27,0.0,0.0,-6.0,1
Nikita2013Drodyshev,0.0,0.0,86.0,1
erhan2447,0.0,0.0,-7.0,1
Muanawma_1896,0.0,0.0,6.0,1
Glebadgio,0.0,0.0,-6.0,1
fkner1556,0.0,0.0,-5.0,1
mostafaelsayed11,0.0,0.0,5.0,1
Nogazz,0.0,0.0,-20.0,1
LC_200014,0.0,0.0,-4.0,1
martina_g,0.0,0.0,4.0,1
DeltaFMS,0.0,0.0,7.0,1
KENN_121,0.0,0.0,8.0,1
jds_05,0.0,0.0,-5.0,1
lanmun,0.0,0.0,-5.0,1
AstarothVos,0.0,0.0,60.0,1
pro_ki,0.0,0.0,-6.0,1
Annagay,0.0,0.0,-7.0,1
perekop33,0.0,0.0,0.0,1
schnej7,0.0,0.0,11.0,1
Sakyraboy,0.0,0.0,-1.0,1
willerik,0.0,0.0,-5.0,1
yiwenli,0.0,0.0,-6.0,1
EXODUS777,0.0,0.0,11.0,1
Vikky1990,0.0,0.0,8.0,1
ZhePTBA_Mo3r0B,0.0,0.0,-10.0,1
stegorm,0.0,0.0,8.0,1
robe35,0.0,0.0,-5.0,1
buddy_love01,0.0,0.0,-4.0,1
pure_heavens,0.0,0.0,6.0,1
princessmolly,0.0,0.0,-5.0,1
teto-5y,0.0,0.0,1.0,1
sarajevski_gambit,0.0,0.0,-7.0,1
MorenoHamer,0.0,0.0,-5.0,1
Kuvalda_Chess_1961,0.0,0.0,5.0,1
IgorVasilev,0.0,0.0,7.0,1
kalisi1,0.0,0.0,-2.6666666666666665,3
Guanabanon,0.0,0.0,-5.0,1
UNW153,0.0,0.0,7.0,1
AyushSaraswati,0.0,0.0,-12.0,1
DocteurBauer,0.0,0.0,-6.0,1
cornerthrees,0.0,0.0,-7.0,1
dreighgonII,0.0,0.0,-6.0,1
enegrogor,0.0,0.0,-6.0,1
FreudMayweather,0.0,0.0,7.0,1
lcastilhone,0.0,0.0,-6.0,1
nashyazubieta,0.0,0.0,-5.0,1
kartal246810,0.0,0.0,3.0,1
mandriv,0.0,0.0,-6.0,1
scalareal,0.0,0.0,6.0,1
Freemantle,0.0,0.0,5.0,1
edwardz10,0.0,0.0,1.0,2
spectre68,0.0,0.0,-6.0,1
badahov92,0.0,0.0,7.0,1
TitanTvMan2,0.0,0.0,-10.0,1
MCC_LIKITAN,0.0,0.0,9.0,1
CHCHJON,0.0,0.0,1.0,1
NDPop,0.0,0.0,-3.0,1
hupindesak,0.0,0.0,23.0,1
pingu0801,0.0,0.0,-6.0,1
kubago93,0.0,0.0,-26.0,1
Itzi_12,0.0,0.0,4.0,1
bayad2016,0.0,0.0,-7.0,1
etli_krep,0.0,0.0,0.0,1
Dnrebkreini,0.0,0.0,-6.5,2
ppchosky,0.0,0.0,13.0,1
dayanch_j,0.0,0.0,-6.0,1
JoseMariaCorreaMoral,0.0,0.0,6.0,1
zatenten,0.0,0.0,6.0,1
daredteacher,0.0,0.0,262.0,1
Bi11yBob,0.0,0.0,5.0,1
chess_vinayak,0.0,0.0,-5.0,1
Fuirio,0.0,0.0,-1.0,1
Chess_Queen888,0.0,0.0,-29.0,1
haunteddude,0.0,0.0,7.0,1
MWAMIRKING,0.0,0.0,6.0,1
ahmad8212,0.0,0.0,-18.0,1
pablo1980,0.0,0.0,2.6666666666666665,3
Syrovui,0.0,0.0,-9.0,1
SacSacSacSacMate,0.0,0.0,-2.0,1
shravanth_r,0.0,0.0,7.0,1
sadisticTushi,0.0,0.0,-7.0,1
sbspca,0.0,0.0,-6.0,1
katarzynakolarz,0.0,0.0,-2.0,1
ng99,0.0,0.0,-4.0,1
Joda_Jr,0.0,0.0,-8.0,1
ed_hovhannis,0.0,0.0,-4.0,1
rafeekh786,0.0,0.0,-5.0,1
Omarramadan1,0.0,0.0,4.0,1
akkinec95,0.0,0.0,6.0,1
vvchessli,0.0,0.0,2.0,1
sloeginh,0.0,0.0,-14.0,1
K1K455,0.0,0.0,0.0,2
yusuf_mert_2010,0.0,0.0,-7.0,1
lars143,0.0,0.0,6.0,1
bin99,0.0,0.0,18.0,1
ahmedsaied96,0.0,0.0,-6.0,1
Katiuha96,0.0,0.0,-5.0,1
pouyannn2014,0.0,0.0,9.0,1
RatChana,0.0,0.0,-4.0,1
Nikkifar,0.0,0.0,7.0,1
valtaray,0.0,0.0,-5.0,1
Endspiellehrer,0.0,0.0,0.0,2
Iron_cat2024,0.0,0.0,41.0,1
VitorHuugo720,0.0,0.0,9.0,1
caneca,0.0,0.0,-5.0,1
Vethun4k,0.0,0.0,22.0,1
viscma,0.0,0.0,6.0,1
tarush_matkor,0.0,0.0,-3.0,1
tomasmastny,0.0,0.0,0.0,1
PembeliDayi,0.0,0.0,5.0,1
mottistone,0.0,0.0,1.0,2
anantasuri01,0.0,0.0,-5.0,1
JulioCod,0.0,0.0,6.0,1
alkimidil,0.0,0.0,12.0,1
rnprejean,0.0,0.0,6.0,1
jthind,0.0,0.0,-6.0,1
KARIMBEK90,0.0,0.0,0.0,1
rafi5316,0.0,0.0,-35.0,1
Sir_Lysergium,0.0,0.0,76.0,1
sylvia011,0.0,0.0,-5.0,1
shahka,0.0,0.0,4.0,1
WhatsPawnStruct,0.0,0.0,6.5,2
shristay,0.0,0.0,6.0,1
titov_alexander,0.0,0.0,-7.0,1
christian_mlde,0.0,0.0,-64.0,1
Sacred_Angel,0.0,0.0,8.0,1
Felipe_Verdugo,0.0,0.0,-17.0,1
ergindmitriy,0.0,0.0,4.0,1
Mojinjo,0.0,0.0,33.0,1
yusufmuk,0.0,0.0,10.0,1
savanger,0.0,0.0,7.0,1
campbellnugent,0.0,0.0,5.0,1
lucschaak,0.0,0.0,-7.0,1
haslam,0.0,0.0,10.0,1
AppCoach,0.0,0.0,-4.0,1
Nadtkins,0.0,0.0,1.0,3
gabri2020,0.0,0.0,-4.0,1
Kawoane,0.0,0.0,-5.0,1
anshu_mishra_777,0.0,0.0,-6.0,1
grmidhat,0.0,0.0,-3.0,1
Crevlyn,0.0,0.0,-6.0,1
JordiMarBo,0.0,0.0,7.0,1
dckcar,0.0,0.0,6.0,1
roma1375,0.0,0.0,6.0,1
rokop_221,0.0,0.0,7.0,1
hmotahed,0.0,0.0,-9.0,1
marvinoscar,0.0,0.0,-14.0,1
Krishhh_na,0.0,0.0,5.0,1
teygif,0.0,0.0,0.0,1
ivan0557,0.0,0.0,28.0,1
Solomon_Ray,0.0,0.0,-7.0,1
schvanberg,0.0,0.0,-6.0,1
latis34,0.0,0.0,6.0,1
ChessFan1248,0.0,0.0,8.0,1
LovePenguinim1,0.0,0.0,-5.0,1
lmpakalak,0.0,0.0,-6.0,1
lumaimmelu,0.0,0.0,14.0,1
mutukaka,0.0,0.0,-6.0,1
EilujRadulas,0.0,0.0,27.0,1
abdelhalim1947,0.0,0.0,-6.0,1
kiand10,0.0,0.0,-5.0,1
Grumant,0.0,0.0,-7.0,1
soraa771,0.0,0.0,-5.0,1
Importante0,0.0,0.0,-6.0,1
oibaf2002,0.0,0.0,-28.0,1
mehdisaharkhiz431360,0.0,0.0,5.0,1
Shepa2017,0.0,0.0,6.0,1
EnesSincar,0.0,0.0,2.0,1
PP0852,0.0,0.0,-10.0,1
classAvenger,0.0,0.0,-5.0,1
sergio1280bro,0.0,0.0,6.0,1
SharadMate,0.0,0.0,-4.0,1
vayappadan,0.0,0.0,-2.0,1
JoseLuisRosas,0.0,0.0,-8.0,1
yepyepp,0.0,0.0,17.0,1
mahmuda-akter,0.0,0.0,5.0,1
kardinalgrimnir,0.0,0.0,7.0,1
minddestroyer23,0.0,0.0,-6.0,1
eel325458,0.0,0.0,72.0,1
patrick56,0.0,0.0,3.0,1
HungOver_83,0.0,0.0,4.0,1
Pelican94,0.0,0.0,-6.0,1
Bahtiyar34,0.0,0.0,5.0,1
ricardopariona_utp,0.0,0.0,4.0,1
vishnumamiyil,0.0,0.0,-4.0,1
Ural_Chess_Princess,0.0,0.0,1.0,1
ERjungle49,0.0,0.0,-6.0,1
Your_Rating_Hunter,0.0,0.0,-6.0,1
hozyel,0.0,0.0,-5.0,1
ilyailya76,0.0,0.0,-5.0,1
MRujo133,0.0,0.0,15.0,1
Korzexide,0.0,0.0,-157.0,1
jcanoc,0.0,0.0,-6.0,1
QueenRegina,0.0,0.0,-3.0,1
tromo,0.0,0.0,-5.0,1
FeebleFrog,0.0,0.0,-6.0,1
arve83,0.0,0.0,5.0,1
fatihsezgen,0.0,0.0,-5.0,1
JimPanse1984,0.0,0.0,9.0,1
Go_cool14,0.0,0.0,-6.0,1
Petr37,0.0,0.0,6.0,1
javaaaa,0.0,0.0,6.0,1
Coraline_2009,0.0,0.0,44.0,1
Klode,0.0,0.0,-7.0,1
Onikashvili,0.0,0.0,5.0,1
chesska789,0.0,0.0,10.0,1
creuit,0.0,0.0,-6.0,1
Ron_frown,0.0,0.0,4.0,1
TheSinfulBishop,0.0,0.0,10.0,1
willyjaime01,0.0,0.0,-6.0,1
thinkingoutofthebox,0.0,0.0,5.5,2
veteden,0.0,0.0,7.0,1
you_know_nothing,0.0,0.0,6.0,1
R4YGUN,0.0,0.0,-5.0,1
Rescova7,0.0,0.0,11.0,1
GargDp,0.0,0.0,-8.0,1
EremeiG,0.0,0.0,-16.0,1
Zajim7166,0.0,0.0,0.0,1
ZHTank,0.0,0.0,6.0,1
DootsGaLoots,0.0,0.0,-9.0,1
eclectic16,0.0,0.0,-5.0,1
vivisa,0.0,0.0,-11.0,1
UNLEASHED2517,0.0,0.0,-4.0,1
Marcio_Christino,0.0,0.0,24.0,1
Johnny56,0.0,0.0,2.0,1
Dodopaja,0.0,0.0,-8.0,1
HTorner,0.0,0.0,-7.0,1
randomkiblitzer,0.0,0.0,10.0,1
IguaranR,0.0,0.0,14.0,1
S_353480,0.0,0.0,1.0,1
Life-Destructor,0.0,0.0,7.0,1
zxc1234567,0.0,0.0,-10.0,1
robertaitis,0.0,0.0,6.0,1
Willyzi,0.0,0.0,5.0,1
serkiman,0.0,0.0,8.0,1
fromPisaItaly,0.0,0.0,-6.0,1
Byambadorj-bu1978,0.0,0.0,-7.0,1
Cuthbert88,0.0,0.0,0.0,2
classicryzen,0.0,0.0,9.0,1
Luz78,0.0,0.0,-6.0,1
Sensirix,0.0,0.0,6.0,1
sawtrigame,0.0,0.0,-2.0,1
